,the_geom,NAME,BIN,CNSTRCT_YR,LSTMODDATE,LSTSTATYPE,DOITT_ID,HEIGHTROOF,FEAT_CODE,GROUNDELEV,SHAPE_AREA,SHAPE_LEN,BASE_BBL,MPLUTO_BBL,GEOMSOURCE,GLOBALID,BUILDING_TYPE
202311,"MULTIPOLYGON (((-73.98054108546057 40.755754087611884, -73.98061925420177 40.75564685781878, -73.98063835072455 40.75565490794505, -73.98069507776904 40.755577091298605, -73.98071582615842 40.7555486289019, -73.98080136420923 40.75543128934219, -73.98072602147695 40.75539952944683, -73.98083314749405 40.755252575851586, -73.98099842511913 40.755322245611744, -73.98114527557237 40.75538414796278, -73.98110790779454 40.75543540850684, -73.9810450092461 40.75552169359477, -73.98097911272558 40.7554939165532, -73.98091431729925 40.755582801915075, -73.98086524348945 40.75565012004962, -73.98073107307287 40.75583417356334, -73.98054108546057 40.755754087611884)))",Berkeley Building,1034224,1916.0,08/22/2017 12:00:00 AM,Constructed,488293,217.87,2100.0,63.0,0,0,1012600024,1012600024,Photogramm,{3A98B41F-BF00-4552-BA41-C4145D140975},Building
203104,"MULTIPOLYGON (((-73.88492842434567 40.85975810596994, -73.88495143376568 40.859732821519536, -73.88489698138923 40.85970425856704, -73.88487432013574 40.85972916064547, -73.88486285641079 40.85974175787993, -73.8848316214354 40.85972537288993, -73.88484280234387 40.85971308604564, -73.88474803577225 40.85966337617113, -73.88475206299135 40.8596589515795, -73.88478462535174 40.859623167974625, -73.88473695122283 40.859598159648776, -73.88478794794916 40.859542119003216, -73.88493037588661 40.85938560542972, -73.88508673865886 40.859467625805564, -73.88526190632588 40.85955951063832, -73.88525289656445 40.859569410680315, -73.88509666670637 40.85974109227835, -73.88508129583634 40.85975798368639, -73.88507022191348 40.85977015269594, -73.88502948566037 40.859748783982965, -73.88501195559977 40.85976804692419, -73.88499086413465 40.85979122524913, -73.88497901065254 40.85980425074013, -73.8849163450761 40.85977137976489, -73.88492842434567 40.85975810596994)))",Mulcahy,2101599,1922.0,08/22/2017 12:00:00 AM,Constructed,598987,96.01,2100.0,83.0,0,0,2032730001,2032730001,Photogramm,{B3CF16F0-1D5B-4289-AE30-9D73333435D8},Building
203417,"MULTIPOLYGON (((-73.88751341948526 40.76792476590695, -73.88751513266902 40.76793428410949, -73.88740030088155 40.76794726527552, -73.8874072665736 40.76797733812193, -73.88712163999053 40.768013683056296, -73.88706722520503 40.767982879310246, -73.88702075585516 40.76777318282909, -73.88730312993233 40.767737011462, -73.88728872368121 40.76767200526698, -73.88745274805825 40.76765099835373, -73.88746715328813 40.7677160000248, -73.88751341948526 40.76792476590695)))",24,4020706,1973.0,01/01/2012 12:00:00 AM,Constructed,1106374,12.60917541,2100.0,20.0,0,0,4009260190,4009260190,Photogramm,{CC22BF93-DA53-464B-B0ED-0806A3441679},Building
204003,"MULTIPOLYGON (((-73.97504130617472 40.73349200755456, -73.97494392897183 40.733373479541065, -73.97492042378062 40.73338465423255, -73.97488924588124 40.73334670452866, -73.97487340959728 40.73335423292421, -73.97482037566591 40.7332896801221, -73.97483654228202 40.73328199511752, -73.97480622825992 40.733245097372865, -73.97482627134752 40.73323556897707, -73.9747101899559 40.73309427092468, -73.97484676276096 40.73302934628352, -73.97496269523863 40.733170460463505, -73.97498602037666 40.73315937127224, -73.97501498080258 40.73319462164692, -73.97503379957178 40.733185674677586, -73.97508838725929 40.73325211788504, -73.97506722530738 40.73326217738394, -73.97509647453822 40.73329778079933, -73.9750771809545 40.73330695280304, -73.97513113336737 40.73337262321567, -73.97519458048014 40.73344985186849, -73.97505944929173 40.73351409104352, -73.97504130617472 40.73349200755456)))",601 E20,1083700,1947.0,08/22/2017 12:00:00 AM,Constructed,743782,141.25,2100.0,9.0,0,0,1009780001,1009780001,Photogramm,{DBFE2646-80D2-4C54-A573-7BBA873ACB9D},Building
205387,"MULTIPOLYGON (((-73.9771382559239 40.760048437194854, -73.97731332149783 40.75980839544907, -73.9774561915074 40.75986864024606, -73.97762175294564 40.759938452635275, -73.97779425016998 40.75970192972922, -73.97808426670136 40.75982421977743, -73.97807320053512 40.75983939387759, -73.97808782436218 40.75984556061482, -73.97810355889297 40.75985219492325, -73.97797808082949 40.760024248448005, -73.9782034472307 40.7601192765421, -73.97816784110125 40.76016809876508, -73.97817683095592 40.76017188979206, -73.9780014215695 40.76041240643662, -73.97728925641934 40.76011211023015, -73.9771382559239 40.760048437194854)))",Time Warner Building,1034512,1947.0,08/22/2017 12:00:00 AM,Constructed,352048,423.76,2100.0,68.0,0,0,1012670022,1012670022,Photogramm,{88DD2A9A-799E-4480-A836-DFE2DED152CF},Building
207813,"MULTIPOLYGON (((-73.79684843298291 40.643696950484966, -73.79675534937621 40.64313191914971, -73.79706450127043 40.643102367920044, -73.7970737759073 40.64315867042795, -73.79747494826947 40.643120322058664, -73.7975033525754 40.643292729922514, -73.79746153142946 40.643296727527265, -73.79746348392345 40.64330858451873, -73.79756107803996 40.64329925496814, -73.79758541040792 40.643446945354796, -73.79715200188485 40.643488375568396, -73.79718450895768 40.64368569013583, -73.79709415861763 40.6436943270411, -73.79685181662126 40.64371749103302, -73.79684843298291 40.643696950484966)))",269 - PA Police,4542187,1994.0,02/14/2009 12:00:00 AM,Constructed,925087,27.1,2100.0,11.0,0,0,4142600001,4142600001,Photogramm,{970BCC43-EAD1-4893-810D-62C95C21193F},Building
209136,"MULTIPOLYGON (((-73.79617403311322 40.718642272148706, -73.79621820387018 40.71862967743045, -73.79623405971977 40.718661867292084, -73.79629442147498 40.718784412265684, -73.79593357592087 40.71888730603631, -73.79579906688487 40.71892566079782, -73.79586288387924 40.719055223511255, -73.79589418612184 40.719118771427915, -73.79569252305866 40.719176274353465, -73.79566875008872 40.719128009731946, -73.79553721069544 40.71886095711174, -73.79552118811286 40.7188284273652, -73.79617403311322 40.718642272148706)))",Hollis Hall,4542620,1950.0,08/10/2017 12:00:00 AM,Constructed,989502,70.0,2100.0,110.0,0,0,4070210001,4070210001,Other (Man,{85F3AC69-4CA0-4A17-ACA8-56D438ABDCB3},Building
209914,"MULTIPOLYGON (((-73.82557408726754 40.87913003517785, -73.82555119005585 40.87908962355299, -73.82530544919393 40.87865590599811, -73.82525502860868 40.87856691719518, -73.82532444133639 40.878544260616664, -73.82531256127812 40.87852329276122, -73.82536745662189 40.878505374166174, -73.8260153597907 40.87829388867537, -73.82602799819152 40.87831619482824, -73.82608823412333 40.87829653248979, -73.82609105302596 40.878295611935464, -73.82638366633313 40.8788120443264, -73.8264105851282 40.878859551384934, -73.82634328366312 40.87888152021676, -73.82635355091993 40.87889964089338, -73.82615935017846 40.87896303200358, -73.82565095021832 40.879128981584344, -73.82563945848644 40.87910869782275, -73.82557408726754 40.87913003517785)))",Garage G-3,2072368,1969.0,08/22/2017 12:00:00 AM,Constructed,1161484,46.38,5110.0,13.0,0,0,2051410600,2051410600,Photogramm,{307BEE01-AED8-4205-A785-E8C8D5E1E2EF},Garage
210881,"MULTIPOLYGON (((-73.9949588215631 40.73031574026567, -73.99505430333996 40.73020286116743, -73.99511617755581 40.730129713703654, -73.99516778611789 40.73015497694483, -73.99527025643725 40.73020513681997, -73.99522948097741 40.730253342057814, -73.9952656291993 40.73027103674002, -73.99529446312603 40.730236948273415, -73.9953529231738 40.73026556520459, -73.99542872232847 40.73030266918728, -73.99541982332009 40.73031319037451, -73.9954013573652 40.730304151235124, -73.99526484238653 40.73046554022986, -73.99525248912154 40.73045949280702, -73.99514904896219 40.730408858309104, -73.994960535577 40.730316579614595, -73.9949588215631 40.73031574026567)))",Waverly Building,1008822,1906.0,08/22/2017 12:00:00 AM,Constructed,245979,163.16,2100.0,33.0,0,0,1005470005,1005470005,Photogramm,{ADCE349B-C5B8-4457-AD9A-0B477742518D},Building
211127,"MULTIPOLYGON (((-73.82302682738978 40.8625596006199, -73.82315455251238 40.86251860166945, -73.82317934796825 40.862510642405596, -73.82323230296058 40.86260572810363, -73.82318563112536 40.86262071010827, -73.82318132829089 40.862612982700114, -73.82316948671385 40.86261678353717, -73.82312188415297 40.86263206305278, -73.82312671465733 40.862640736788094, -73.823080308692 40.862655632710464, -73.82302682738978 40.8625596006199)))",Earhart Lane Town Houses,2123610,1969.0,08/22/2017 12:00:00 AM,Constructed,1255219,26.3,2100.0,18.0,0,0,2051350051,2051350051,Photogramm,{769AE998-2F5F-4FAF-A776-D635A6E8A2F6},Building
213729,"MULTIPOLYGON (((-73.77696782149899 40.658637825283286, -73.77612416372293 40.65825499730549, -73.77602991531052 40.65837545283785, -73.7759629387025 40.65834506044362, -73.77592058054877 40.658325839190255, -73.77592416703996 40.658321255328104, -73.77583909542382 40.658282651792, -73.77583265873498 40.6582908781019, -73.77576692083879 40.65826104632915, -73.77572219553173 40.65824075147093, -73.7758139230792 40.65812351873728, -73.77561174652213 40.658031773997024, -73.77537598634238 40.65792478956422, -73.77558716661467 40.657654890081105, -73.77573187466295 40.657469942621404, -73.77573827090579 40.657461768467826, -73.7758903101262 40.65726744898272, -73.77747676385901 40.65798734271444, -73.77732472643665 40.65818166427801, -73.77704076617471 40.65854459632913, -73.77696782149899 40.658637825283286)))",79,4542238,1994.0,02/14/2009 12:00:00 AM,Constructed,925254,48.99159873,2100.0,11.0,0,0,4142600001,4142600001,Photogramm,{3AF19720-CF52-4FED-8866-5847038BF327},Building
214004,"MULTIPOLYGON (((-73.98315939869097 40.757082880317306, -73.98314124384798 40.7571085861808, -73.98308098507022 40.75719390380212, -73.98307234890616 40.757206130491426, -73.98302455378003 40.757273802715694, -73.98297014220805 40.7573508391938, -73.98314101210623 40.75742062104816, -73.98321570252486 40.75745112395514, -73.98309782382175 40.75761802252617, -73.98275854641581 40.75747946287092, -73.98251959519601 40.75738187605154, -73.9824810867896 40.757366149184975, -73.98275904353727 40.756972608278254, -73.98278822413742 40.756931293866806, -73.98298838044263 40.757013037230394, -73.98315939869097 40.757082880317306)))",Americas Tower Offices,1076173,1988.0,08/22/2017 12:00:00 AM,Constructed,47073,664.21,2100.0,56.0,0,0,1009980029,1009980029,Photogramm,{BE32BCF3-C903-440E-BAA4-A7D66DD61357},Building
214125,"MULTIPOLYGON (((-73.98670027888029 40.75829025703991, -73.98662351377446 40.758258312646056, -73.98661115620968 40.75827548203793, -73.9865923393478 40.75822981614637, -73.98634916226419 40.75812862126311, -73.9862900738218 40.758158941450695, -73.98628652374467 40.75815746420007, -73.98627588731983 40.75817224292057, -73.98612331701949 40.758108752554044, -73.98583891872299 40.75799040150244, -73.98587430311244 40.75792209084032, -73.98582412439049 40.75791588109782, -73.98578912612027 40.757911548959, -73.9860707564026 40.75752023830322, -73.98613089681015 40.75756556527437, -73.98618572352613 40.75750853207464, -73.98631308220807 40.75756153209035, -73.98664272205187 40.75769870868808, -73.98660632842466 40.757749277722134, -73.98684687925973 40.75784938035641, -73.98687905254313 40.75786276913104, -73.98692338965913 40.75783772122411, -73.98692758627804 40.757839466879, -73.98692016496318 40.75784977771885, -73.98701450132613 40.757889035098685, -73.98703411320533 40.757897195882556, -73.98702913684448 40.75790411029983, -73.98700679118295 40.75793515899318, -73.98698929300299 40.757927877336236, -73.98694585488009 40.757988235069284, -73.98696803875504 40.757997466856075, -73.98690981731812 40.75801104167043, -73.98677663210441 40.75819610003191, -73.98681791649277 40.758242815753924, -73.98680590443666 40.758237816576546, -73.98674366784631 40.75832429212101, -73.98669142887468 40.758302554213245, -73.98670027888029 40.75829025703991)))",Minskoff Theatre,1024714,1970.0,08/22/2017 12:00:00 AM,Constructed,669247,700.68,2100.0,44.0,0,0,1010160036,1010160036,Photogramm,{7A998141-9193-4E46-8C59-1B8DBC2D8CA2},Building
215423,"MULTIPOLYGON (((-73.9803874457719 40.76138307248854, -73.9804390762169 40.76131257716684, -73.9803675885855 40.76128230715437, -73.9803421584052 40.76131702897347, -73.97981722879122 40.76109475402305, -73.97996556789332 40.760892215017904, -73.98007078961781 40.760748545156204, -73.98031163816833 40.76085052999109, -73.98059571734919 40.76097081986305, -73.98057516037541 40.76099888782714, -73.98064572889228 40.76102876944024, -73.98069925678861 40.76095568176445, -73.98070280806769 40.7609571853015, -73.9811049064907 40.76112744641177, -73.98126460371844 40.76119506616464, -73.98127116279684 40.76119784348662, -73.98131477908383 40.76121631181233, -73.98100205188159 40.761643315016556, -73.98087005860916 40.7615874258772, -73.9803874457719 40.76138307248854)))",Equitable Life Assurance Society,1023158,1961.0,08/22/2017 12:00:00 AM,Constructed,590676,526.06,2100.0,64.0,0,0,1010040029,1010040029,Photogramm,{72996F1D-BE32-4094-8B94-40D2156CFFB5},Building
216095,"MULTIPOLYGON (((-73.98151572999056 40.73186673902874, -73.98151399713616 40.73186600573685, -73.98141260983759 40.73182308559917, -73.98148043079249 40.73173037659024, -73.98156621640365 40.73176669074493, -73.98158424327762 40.73177432183512, -73.98164944088533 40.731685198130585, -73.98172994438424 40.73157515080521, -73.98176929602758 40.73152135617218, -73.9817114693438 40.73149687658928, -73.98165583243198 40.731473324849716, -73.98143521095173 40.731379931091396, -73.98142602491653 40.73139248809943, -73.98137751544016 40.73145880090295, -73.9812640664372 40.731410774599375, -73.9812567539486 40.73140767926271, -73.98132841751283 40.731309715596694, -73.98138224291036 40.731236136569656, -73.98150627456613 40.731288642686124, -73.98157808684664 40.73119047627268, -73.98169903757253 40.731241677752806, -73.98162722541527 40.73133984334046, -73.98183708894224 40.731428683865914, -73.98190890088631 40.731330517248054, -73.98202747892452 40.731380713942535, -73.98195566828504 40.73147887973332, -73.9820866026611 40.731534306652726, -73.982018808802 40.73162698000488, -73.98188787430023 40.73157155300909, -73.98177309138707 40.73172846107829, -73.98190402610167 40.7317838882034, -73.98187121961038 40.731828734659786, -73.98183610265379 40.731876739725166, -73.9818283497711 40.731873457950286, -73.98170592652916 40.731821634125524, -73.98163576102017 40.73191754960216, -73.98151572999056 40.73186673902874)))",250 FA/ 240 FA/ 405 E14,1082875,1945.0,08/22/2017 12:00:00 AM,Constructed,609976,118.69,2100.0,22.0,0,0,1009720001,1009720001,Photogramm,{7313E040-4CD8-4279-885E-4A4C7827621C},Building
217549,"MULTIPOLYGON (((-73.97994131842692 40.74668314356104, -73.97987878826441 40.74676777575456, -73.97987208262974 40.74677685168751, -73.97984060367234 40.74681945634415, -73.97982746362003 40.746813840286634, -73.97976757707596 40.746894894268806, -73.97977530318204 40.746898195981615, -73.97978071832325 40.74690051033329, -73.97975806760816 40.746931166796315, -73.9798037991802 40.746950711310255, -73.97976359597106 40.7470051245559, -73.97969484998931 40.74709816988496, -73.97949655542722 40.747013427724305, -73.97947651562062 40.7470048630411, -73.97953237161897 40.746929263762965, -73.97961279247185 40.746820419409886, -73.97969702134299 40.74670641756963, -73.97976871640063 40.746609381707685, -73.97991094682628 40.74667016377128, -73.97994131842692 40.74668314356104)))",Murray Hill House,1018519,1969.0,08/22/2017 12:00:00 AM,Constructed,434784,165.58,2100.0,52.0,0,0,1008900020,1008900020,Photogramm,{3CA18F4F-6E3F-4DF0-975F-98FF78CC38C2},Building
217808,"MULTIPOLYGON (((-73.81671474303147 40.73420855245116, -73.8167339128246 40.734125880126705, -73.81677734555818 40.73413170800076, -73.81708453930088 40.73417292372211, -73.81703492719014 40.734386882609755, -73.81681973655027 40.73435800965132, -73.81672054930503 40.73434470078448, -73.81668762851093 40.7343402836127, -73.816684299628 40.734339837063715, -73.81668929905275 40.734318279610264, -73.81671474303147 40.73420855245116)))",CEP 2,4543602,1907.0,07/22/2014 12:00:00 AM,Constructed,120950,17.85097286,2100.0,97.0,0,0,4065170001,4065170001,Photogramm,{2BB906A3-4285-4766-8392-61362EC5575D},Building
218998,"MULTIPOLYGON (((-73.99504856863665 40.753295196378716, -73.99520326056403 40.7530825188207, -73.995327007518 40.7531345704275, -73.99525747509159 40.753230167056586, -73.99524896131422 40.753241869675854, -73.99517231704893 40.75334724815015, -73.99514495776995 40.753335740340525, -73.99504856863665 40.753295196378716)))",Synagogue West Side,1013557,1924.0,08/22/2017 12:00:00 AM,Constructed,152471,67.360068,2100.0,46.0,0,0,1007580014,1007580014,Photogramm,{56AE0C50-BE6B-4106-A16D-DA0AD02ADA64},Building
219181,"MULTIPOLYGON (((-73.9877694484002 40.758803327397004, -73.9877908450917 40.75877398581627, -73.98789315906517 40.75868410551989, -73.98797721437812 40.75853240536982, -73.98798607194364 40.75853613978705, -73.98816333240477 40.758610878427916, -73.98816570784824 40.758611880033335, -73.98816049228897 40.758619033108005, -73.98796575082329 40.75888609365794, -73.9877694484002 40.758803327397004)))",Golden Theatre,1024717,1927.0,08/22/2017 12:00:00 AM,Constructed,348030,68.46,2100.0,42.0,0,0,1010160058,1010160058,Photogramm,{40B17E59-5BA6-4FEC-A099-2FE0AB946586},Building
222845,"MULTIPOLYGON (((-73.99294370375232 40.751619820174845, -73.99284858300867 40.75158008399426, -73.99282231620562 40.75161644838524, -73.99244241678535 40.7514577468645, -73.99241038573227 40.75150208926501, -73.99240661563682 40.75150051493246, -73.99203200118654 40.751344017742326, -73.9919877820084 40.75140523285984, -73.99198699561512 40.751406322417154, -73.99198078990248 40.751403730329606, -73.99140824661677 40.75116454622246, -73.99140752315509 40.751164243598524, -73.9917467409483 40.75069464109446, -73.99174873016256 40.75069546970241, -73.99204650658464 40.75081987122125, -73.99232709860435 40.750937090190966, -73.99228627183818 40.750993611315586, -73.99227633634723 40.75098946111886, -73.99227027503476 40.75099785252621, -73.9926594604587 40.751160434596656, -73.99263077062464 40.751200154076365, -73.99261902108424 40.75119524556738, -73.99261364314202 40.751202690604686, -73.9930015707425 40.75136474553827, -73.99297426547446 40.751402548009665, -73.99307135042677 40.75144310456642, -73.99306630056657 40.75145009578942, -73.99294370375232 40.751619820174845)))",One Penn Plaza,1014387,1972.0,08/22/2017 12:00:00 AM,Constructed,205265,728.51137,2100.0,36.0,0,0,1007830070,1007830070,Photogramm,{F4B2773D-74F7-45C3-A653-887AB2A115AF},Building
224395,"MULTIPOLYGON (((-73.97667392924606 40.75954763827531, -73.9769654871204 40.75967058252026, -73.97693963748202 40.75970602571759, -73.97710595343517 40.75977615687914, -73.97712001470809 40.759782085894265, -73.97697573906503 40.75997990793958, -73.97652175729195 40.75978888590076, -73.9765039578531 40.75978139637606, -73.97650645789415 40.75977795785839, -73.97667392924606 40.75954763827531)))",Pahlavi Foundation Building,1034517,1977.0,08/22/2017 12:00:00 AM,Constructed,440622,497.54,2100.0,70.0,0,0,1012670041,1012670041,Photogramm,{0E3EF50A-9A62-47B3-8BCC-54A73B668403},Building
224403,"MULTIPOLYGON (((-73.98797721437812 40.75853240536982, -73.98772373093264 40.75842553013118, -73.98772159588756 40.758424629398746, -73.98787163815209 40.75821886641793, -73.98826874841303 40.7583863105012, -73.98831575034694 40.75840611647985, -73.98832000505806 40.75840791071702, -73.98816333240477 40.758610878427916, -73.98798607194364 40.75853613978705, -73.98797721437812 40.75853240536982)))",Majestic Theatre,1024712,1927.0,08/22/2017 12:00:00 AM,Constructed,546349,74.24507809,2100.0,43.0,0,0,1010160005,1010160005,Photogramm,{8C5B46F2-A955-46DA-ABB3-D83A0A4E93BF},Building
224882,"MULTIPOLYGON (((-73.82313257905234 40.86225174153547, -73.82310409857432 40.862196782295705, -73.82314868015146 40.862182269877614, -73.82315380136079 40.86219133757292, -73.82321405543989 40.862171722651446, -73.82320892241786 40.862162634229385, -73.82325209007732 40.86214858155702, -73.82330614983799 40.862244301065, -73.8232736781963 40.862254871731, -73.82328312733426 40.86227160112817, -73.8231967526757 40.86229971902624, -73.82318695175627 40.862282365042304, -73.82315563278522 40.86229256013551, -73.82313257905234 40.86225174153547)))",Earhart Lane Town Houses,2123594,1969.0,08/22/2017 12:00:00 AM,Constructed,1255144,25.51,2100.0,18.0,0,0,2051350051,2051350051,Photogramm,{3FFD3A9B-AE99-48A1-A94E-6B4B94F7ECE1},Building
224883,"MULTIPOLYGON (((-73.82332834494645 40.862462814114174, -73.82330448748957 40.86241997541727, -73.82345885470008 40.86237042443615, -73.82351233057214 40.86246644551473, -73.82346393282351 40.86248198149585, -73.82345998174455 40.86247488768173, -73.8234122950644 40.86249019510379, -73.82341657549412 40.86249788014607, -73.82336018124185 40.862515982852955, -73.82332834494645 40.862462814114174)))",Earhart Lane Town Houses,2093855,1969.0,08/22/2017 12:00:00 AM,Constructed,126776,27.04632271,2100.0,18.0,0,0,2051350051,2051350051,Photogramm,{05DD9FD3-275B-4CBD-BF27-893657F50D8A},Building
224886,"MULTIPOLYGON (((-73.9891956164382 40.74349355625361, -73.98944135018472 40.74359604861326, -73.98938455704 40.743674409996146, -73.98946828935651 40.74370951583566, -73.98954128176358 40.74360880350442, -73.98958941259214 40.74362898191874, -73.989645771658 40.7436526108944, -73.98966765040875 40.74366178362038, -73.98949959352639 40.743893661522186, -73.9891567848559 40.74374993859478, -73.98914834118888 40.743746397907366, -73.9891956164382 40.74349355625361)))",Saint James Building,1015625,1896.0,08/22/2017 12:00:00 AM,Constructed,316289,223.35,2100.0,44.0,0,0,1008270049,1008270049,Photogramm,{DCC51D01-2C41-4841-BCEF-D6DC4D8824E4},Building
